Assembly,Isolation source,source_level1,source_level2
GCA_018274635.1,Bronchial lavage,Clinical,Respiratory
GCA_018279245.1,DTA,Unknown,Unknown
GCA_018279265.1,DTA,Unknown,Unknown
GCA_018279285.1,urine,Clinical,Urinary
GCA_018279305.1,DTA,Unknown,Unknown
GCA_021661895.1,Medical intensive care unit,Unknown,Unknown
GCA_018340815.1,,Unknown,Unknown
GCA_018340955.1,,Unknown,Unknown
GCA_018340975.1,,Unknown,Unknown
GCA_018340995.1,,Unknown,Unknown
GCA_018341015.1,,Unknown,Unknown
GCA_018341025.1,,Unknown,Unknown
GCA_018341055.1,,Unknown,Unknown
GCA_018341065.1,,Unknown,Unknown
GCA_018341095.1,,Unknown,Unknown
GCA_018341115.1,,Unknown,Unknown
GCA_018341125.1,,Unknown,Unknown
GCA_018341155.1,,Unknown,Unknown
GCA_018341165.1,,Unknown,Unknown
GCA_018341195.1,,Unknown,Unknown
GCA_018341205.1,,Unknown,Unknown
GCA_018341235.1,,Unknown,Unknown
GCA_018341255.1,,Unknown,Unknown
GCA_018341265.1,,Unknown,Unknown
GCA_018341295.1,,Unknown,Unknown
GCA_018341315.1,,Unknown,Unknown
GCA_018341335.1,,Unknown,Unknown
GCA_018341355.1,,Unknown,Unknown
GCA_018341365.1,,Unknown,Unknown
GCA_018341395.1,,Unknown,Unknown
GCA_018341415.1,,Unknown,Unknown
GCA_018341425.1,,Unknown,Unknown
GCA_018341455.1,,Unknown,Unknown
GCA_018341475.1,,Unknown,Unknown
GCA_018341495.1,,Unknown,Unknown
GCA_018341515.1,,Unknown,Unknown
GCA_018341535.1,,Unknown,Unknown
GCA_018341555.1,,Unknown,Unknown
GCA_018341575.1,,Unknown,Unknown
GCA_018341595.1,,Unknown,Unknown
GCA_018341605.1,,Unknown,Unknown
GCA_018341635.1,,Unknown,Unknown
GCA_018341645.1,,Unknown,Unknown
GCA_018341675.1,,Unknown,Unknown
GCA_018341695.1,,Unknown,Unknown
GCA_018341725.1,,Unknown,Unknown
GCA_018341715.1,,Unknown,Unknown
GCA_018341755.1,,Unknown,Unknown
GCA_018341775.1,,Unknown,Unknown
GCA_018341795.1,,Unknown,Unknown
GCA_018341805.1,,Unknown,Unknown
GCA_018341835.1,,Unknown,Unknown
GCA_018341855.1,,Unknown,Unknown
GCA_018341875.1,,Unknown,Unknown
GCA_018341895.1,,Unknown,Unknown
GCA_018341915.1,,Unknown,Unknown
GCA_018341935.1,,Unknown,Unknown
GCA_018341945.1,,Unknown,Unknown
GCA_018341965.1,,Unknown,Unknown
GCA_018341995.1,,Unknown,Unknown
GCA_018342015.1,,Unknown,Unknown
GCA_021661875.1,sputum,Clinical,Respiratory
GCA_018409365.1,,Unknown,Unknown
GCA_021661835.1,tracheal aspirate,Clinical,Respiratory
GCA_021661815.1,tracheal aspirate,Clinical,Respiratory
GCA_021661855.1,Rectal swab,Clinical,Gastrointestinal
GCA_021661735.1,sputum,Clinical,Respiratory
GCA_021661755.1,tracheal aspirate,Clinical,Respiratory
GCA_021661795.1,sputum,Clinical,Respiratory
GCA_018423525.1,tracheal aspirate,Clinical,Respiratory
GCA_018423545.1,tracheal aspirate,Clinical,Respiratory
GCA_018423565.1,sputum,Clinical,Respiratory
GCA_018423595.1,sputum,Clinical,Respiratory
GCA_018423585.1,sputum,Clinical,Respiratory
GCA_021661715.4,Rectal Swab,Clinical,Gastrointestinal
GCA_021661775.4,Rectal Swab,Clinical,Gastrointestinal
GCA_021661675.4,urine,Clinical,Urinary
GCA_021661635.4,Oropharyngeal swab,Clinical,Ear_Nose_Throat
GCA_021661695.4,Rectal Swab,Clinical,Gastrointestinal
GCA_021661575.4,sputum,Clinical,Respiratory
GCA_021661555.4,sputum,Clinical,Respiratory
GCA_021661535.4,Rectal Swab,Clinical,Gastrointestinal
GCA_018439475.1,Rectal swab/stool,Clinical,Gastrointestinal
GCA_018439695.1,Tracheal secretions,Clinical,Respiratory
GCA_018440375.1,Tracheal secretions,Clinical,Respiratory
GCA_018440405.1,urine,Clinical,Urinary
GCA_018441605.1,urine,Clinical,Urinary
GCA_018441815.1,urine,Clinical,Urinary
GCA_018441805.1,urine,Clinical,Urinary
GCA_018441845.1,urine,Clinical,Urinary
GCA_018441865.1,urine,Clinical,Urinary
GCA_018441885.1,urine,Clinical,Urinary
GCA_018442265.1,Tracheal secretion from tracheostoma,Clinical,Respiratory
GCA_018447515.1,Tracheal secretions,Clinical,Respiratory
GCA_018448985.1,urine,Clinical,Urinary
GCA_018457025.1,cell culture,Laboratory,Lab_Strain
GCA_018457045.1,deep tracheal aspirate (DTA),Clinical,Respiratory
GCA_018457065.1,cell culture,Laboratory,Lab_Strain
GCA_018457105.1,cell culture,Laboratory,Lab_Strain
GCA_018457125.1,deep tracheal aspirate (DTA),Clinical,Respiratory
GCA_018476785.1,urine,Clinical,Urinary
GCA_018476825.1,BAL,Clinical,Respiratory
GCA_018492775.1,,Unknown,Unknown
GCA_018492785.1,,Unknown,Unknown
GCA_018492765.1,physical,Unknown,Unknown
GCA_018492755.1,,Unknown,Unknown
GCA_018530795.1,mangrove,Unknown,Unknown
GCA_018551515.1,sputum,Clinical,Respiratory
GCA_018551635.1,wound,Clinical,Skin_Soft_Tissue
GCA_018598165.2,Tracheal secretion,Clinical,Respiratory
GCA_018598245.2,Tracheal secretion,Clinical,Respiratory
GCA_018598285.3,Tracheal secretion,Clinical,Respiratory
GCA_018724905.1,sputum,Clinical,Respiratory
GCA_018724925.1,sputum,Clinical,Respiratory
GCA_018724945.1,sputum,Clinical,Respiratory
GCA_018724955.1,sputum,Clinical,Respiratory
GCA_018724965.1,sputum,Clinical,Respiratory
GCA_018736165.1,sputum sample,Clinical,Respiratory
GCA_021661585.1,Wound/Abscess,Clinical,Skin_Soft_Tissue
GCA_021661515.4,Wound/Abscess,Clinical,Skin_Soft_Tissue
GCA_021661495.4,Wound/Abscess,Clinical,Skin_Soft_Tissue
GCA_021661455.1,BAL,Clinical,Respiratory
GCA_021661435.4,tracheal aspirate,Clinical,Respiratory
GCA_021661415.4,blood,Clinical,Bloodstream
GCA_021661395.4,urine,Clinical,Urinary
GCA_021661375.4,Tissue -Foot,Unknown,Unknown
GCA_021661355.4,Tissue - Abdomen,Clinical,Gastrointestinal
GCA_021661095.4,sputum,Clinical,Respiratory
GCA_021661075.4,Tissue - Leg,Unknown,Unknown
GCA_021661035.4,urine,Clinical,Urinary
GCA_021661055.4,bone,Clinical,Bone_Joint
GCA_021660995.4,sputum,Clinical,Respiratory
GCA_018920445.1,wound sample,Clinical,Skin_Soft_Tissue
GCA_018920465.1,patient with cystic fibrosis,Clinical,CF_Respiratory
GCA_018920495.1,wastewater,Environmental,Water
GCA_018920525.1,wastewater,Environmental,Water
GCA_018920545.1,wastewater,Environmental,Water
GCA_018920565.1,wastewater,Environmental,Water
GCA_018920585.1,wastewater,Environmental,Water
GCA_018920615.1,wastewater,Environmental,Water
GCA_018920605.1,wastewater,Environmental,Water
GCA_018920645.1,wastewater,Environmental,Water
GCA_018920655.1,wastewater,Environmental,Water
GCA_018920685.1,wastewater,Environmental,Water
GCA_018920705.1,wastewater,Environmental,Water
GCA_018920695.1,wastewater,Environmental,Water
GCA_018920745.1,wastewater,Environmental,Water
GCA_018920765.1,wastewater,Environmental,Water
GCA_018966575.1,"skin, subcutaneous",Clinical,Skin_Soft_Tissue
GCA_018966565.1,blood,Clinical,Bloodstream
GCA_018966585.1,blood,Clinical,Bloodstream
GCA_018966645.1,blood,Clinical,Bloodstream
GCA_018966695.1,blood,Clinical,Bloodstream
GCA_018966685.1,blood,Clinical,Bloodstream
GCA_018966705.1,blood,Clinical,Bloodstream
GCA_019022575.1,blood,Clinical,Bloodstream
GCA_019022585.1,Abdominal wound,Clinical,Skin_Soft_Tissue
GCA_019022715.1,Expectoration,Unknown,Unknown
GCA_019022735.1,blood,Clinical,Bloodstream
GCA_019022745.1,Expectoration,Unknown,Unknown
GCA_021661015.1,sputum,Clinical,Respiratory
